#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,Animal_name,_field,_measurement,airborne
,,1109,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T22:16:10.831040176Z,1,seal,fins,zoo-data,0
,,1110,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T14:16:42.531645569Z,0,raccoon,eggs,zoo-data,0
,,1111,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T07:49:57.688497523Z,0,vulture,toothed,zoo-data,1
,,1112,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T15:54:11.293340671Z,0,oryx,feathers,zoo-data,0
,,1113,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T14:16:42.531645569Z,4,raccoon,legs,zoo-data,0
,,1114,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T22:16:10.831040176Z,1,seal,milk,zoo-data,0
,,1115,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T14:16:42.531645569Z,1,raccoon,breathes,zoo-data,0
,,1116,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T22:16:10.831040176Z,0,seal,domestic,zoo-data,0
,,1117,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T14:16:42.531645569Z,1,raccoon,toothed,zoo-data,0
,,1118,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T07:49:57.688497523Z,2,vulture,legs,zoo-data,1
,,1119,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T15:54:11.293340671Z,1,oryx,milk,zoo-data,0
,,1120,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T15:52:36.19152449Z,0,reindeer,feathers,zoo-data,0
,,1121,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T22:16:10.831040176Z,1,seal,toothed,zoo-data,0
,,1122,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T15:52:36.19152449Z,0,reindeer,predator,zoo-data,0
,,1123,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T23:52:04.490919097Z,1,sealion,breathes,zoo-data,0
,,1124,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T14:16:42.531645569Z,1,raccoon,tail,zoo-data,0
,,1125,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T07:49:57.688497523Z,1,vulture,catsize,zoo-data,1
,,1126,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T17:30:04.953219592Z,0,ostrich,fins,zoo-data,0
,,1127,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T17:28:29.851403412Z,0,rhea,toothed,zoo-data,0
,,1128,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T22:16:10.831040176Z,1,seal,backbone,zoo-data,0
,,1129,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T15:52:36.19152449Z,1,reindeer,breathes,zoo-data,0
,,1130,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T01:27:58.150798018Z,0,seasnake,hair,zoo-data,0
,,1131,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T15:52:36.19152449Z,0,reindeer,eggs,zoo-data,0
,,1132,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T07:49:57.688497523Z,2,vulture,type,zoo-data,1
,,1133,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T19:05:58.613098514Z,1,parakeet,feathers,zoo-data,1
,,1134,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T17:28:29.851403412Z,0,rhea,fins,zoo-data,0
,,1135,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T23:52:04.490919097Z,0,sealion,feathers,zoo-data,0
,,1136,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T17:28:29.851403412Z,0,rhea,aquatic,zoo-data,0
,,1137,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T03:03:51.81067694Z,0,seawasp,milk,zoo-data,0
,,1138,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T15:52:36.19152449Z,1,reindeer,toothed,zoo-data,0
,,1139,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T09:25:51.348376444Z,0,wallaby,aquatic,zoo-data,0
,,1140,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T20:41:52.272977435Z,1,penguin,catsize,zoo-data,0
,,1141,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T19:04:23.511282333Z,0,scorpion,feathers,zoo-data,0
,,1142,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T23:52:04.490919097Z,1,sealion,aquatic,zoo-data,0
,,1143,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T17:28:29.851403412Z,1,rhea,tail,zoo-data,0
,,1144,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T03:03:51.81067694Z,0,seawasp,catsize,zoo-data,0
,,1145,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T15:52:36.19152449Z,0,reindeer,venomous,zoo-data,0
,,1146,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T09:25:51.348376444Z,0,wallaby,predator,zoo-data,0
,,1147,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T22:17:45.932856356Z,1,pheasant,eggs,zoo-data,1
,,1148,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T19:04:23.511282333Z,0,scorpion,eggs,zoo-data,0
,,1149,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T23:52:04.490919097Z,1,sealion,backbone,zoo-data,0
,,1150,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T17:28:29.851403412Z,2,rhea,type,zoo-data,0
,,1151,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T06:15:39.130434782Z,1,skua,eggs,zoo-data,1
,,1152,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T17:28:29.851403412Z,1,rhea,eggs,zoo-data,0
,,1153,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T09:25:51.348376444Z,1,wallaby,backbone,zoo-data,0
,,1154,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T22:17:45.932856356Z,0,pheasant,toothed,zoo-data,1
,,1155,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T19:04:23.511282333Z,0,scorpion,aquatic,zoo-data,0
,,1156,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T23:52:04.490919097Z,1,sealion,tail,zoo-data,0
,,1157,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T19:04:23.511282333Z,0,scorpion,milk,zoo-data,0
,,1158,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T07:51:32.790313703Z,0,slowworm,hair,zoo-data,0
,,1159,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T19:04:23.511282333Z,0,scorpion,hair,zoo-data,0
,,1160,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T09:25:51.348376444Z,1,wallaby,tail,zoo-data,0
,,1161,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T23:53:39.592735277Z,1,pike,tail,zoo-data,0
,,1162,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T19:04:23.511282333Z,0,scorpion,toothed,zoo-data,0
,,1163,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T23:52:04.490919097Z,0,sealion,domestic,zoo-data,0
,,1164,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T19:04:23.511282333Z,7,scorpion,type,zoo-data,0
,,1165,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T07:51:32.790313703Z,1,slowworm,tail,zoo-data,0
,,1166,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T20:40:17.171161254Z,1,seahorse,eggs,zoo-data,0
,,1167,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T11:01:45.008255366Z,0,wasp,milk,zoo-data,1
,,1168,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T01:29:33.252614199Z,1,piranha,toothed,zoo-data,0
,,1169,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T19:04:23.511282333Z,0,scorpion,fins,zoo-data,0
,,1170,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T01:27:58.150798018Z,1,seasnake,aquatic,zoo-data,0
,,1171,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T20:40:17.171161254Z,0,seahorse,feathers,zoo-data,0
,,1172,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T09:27:26.450192625Z,1,slug,eggs,zoo-data,0
,,1173,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T20:40:17.171161254Z,0,seahorse,predator,zoo-data,0
,,1174,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T11:01:45.008255366Z,0,wasp,predator,zoo-data,1
,,1175,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T01:29:33.252614199Z,0,piranha,catsize,zoo-data,0
,,1176,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T20:40:17.171161254Z,1,seahorse,tail,zoo-data,0
,,1177,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T01:27:58.150798018Z,1,seasnake,backbone,zoo-data,0
,,1178,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T20:40:17.171161254Z,1,seahorse,aquatic,zoo-data,0
,,1179,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T11:03:20.110071546Z,0,sole,feathers,zoo-data,0
,,1180,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T20:40:17.171161254Z,0,seahorse,legs,zoo-data,0
,,1181,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T11:01:45.008255366Z,0,wasp,fins,zoo-data,1
,,1182,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T03:05:26.91249312Z,0,pitviper,hair,zoo-data,0
,,1183,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T20:40:17.171161254Z,4,seahorse,type,zoo-data,0
,,1184,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T03:03:51.81067694Z,0,seawasp,fins,zoo-data,0
,,1185,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T20:40:17.171161254Z,0,seahorse,catsize,zoo-data,0
,,1186,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T11:03:20.110071546Z,0,sole,catsize,zoo-data,0
,,1187,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T22:16:10.831040176Z,0,seal,feathers,zoo-data,0
,,1188,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T14:13:32.328013208Z,0,worm,predator,zoo-data,0
,,1189,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T03:05:26.91249312Z,0,pitviper,feathers,zoo-data,0
,,1190,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T23:52:04.490919097Z,0,sealion,eggs,zoo-data,0
,,1191,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T04:39:45.470555861Z,0,skimmer,hair,zoo-data,1
,,1192,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T22:16:10.831040176Z,1,seal,hair,zoo-data,0
,,1193,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T11:03:20.110071546Z,4,sole,type,zoo-data,0
,,1194,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T22:16:10.831040176Z,1,seal,catsize,zoo-data,0
,,1195,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T14:13:32.328013208Z,0,worm,fins,zoo-data,0
,,1196,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T06:17:14.232250963Z,1,polecat,hair,zoo-data,0
,,1197,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T23:52:04.490919097Z,1,sealion,predator,zoo-data,0
,,1198,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T04:39:45.470555861Z,1,skimmer,eggs,zoo-data,1
,,1199,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T22:16:10.831040176Z,0,seal,venomous,zoo-data,0
,,1200,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T12:39:13.769950467Z,1,sparrow,feathers,zoo-data,1
,,1201,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T23:52:04.490919097Z,1,sealion,catsize,zoo-data,0
,,1202,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T14:13:32.328013208Z,0,worm,domestic,zoo-data,0
,,1203,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T06:17:14.232250963Z,0,polecat,feathers,zoo-data,0
,,1204,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T23:52:04.490919097Z,0,sealion,venomous,zoo-data,0
,,1205,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T04:39:45.470555861Z,0,skimmer,venomous,zoo-data,1
,,1206,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T22:16:10.831040176Z,0,seal,tail,zoo-data,0
,,1207,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T12:39:13.769950467Z,0,sparrow,toothed,zoo-data,1
,,1208,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T01:27:58.150798018Z,1,seasnake,venomous,zoo-data,0
,,1209,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T15:49:25.987892129Z,0,wren,hair,zoo-data,1
,,1210,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T06:17:14.232250963Z,1,polecat,tail,zoo-data,0
,,1211,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T23:52:04.490919097Z,1,sealion,fins,zoo-data,0
,,1212,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T04:39:45.470555861Z,2,skimmer,legs,zoo-data,1
,,1213,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T23:52:04.490919097Z,1,sealion,milk,zoo-data,0
,,1214,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T14:15:07.429829389Z,0,squirrel,feathers,zoo-data,0
,,1215,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T03:03:51.81067694Z,0,seawasp,toothed,zoo-data,0
,,1216,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T15:49:25.987892129Z,0,wren,toothed,zoo-data,1
,,1217,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T07:53:07.892129884Z,0,pony,feathers,zoo-data,0
,,1218,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T01:27:58.150798018Z,1,seasnake,toothed,zoo-data,0
,,1219,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T04:39:45.470555861Z,0,skimmer,catsize,zoo-data,1
,,1220,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T23:52:04.490919097Z,1,sealion,type,zoo-data,0
,,1221,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T14:15:07.429829389Z,0,squirrel,eggs,zoo-data,0
,,1222,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T03:03:51.81067694Z,0,seawasp,legs,zoo-data,0
,,1223,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-07T15:49:25.987892129Z,2,wren,legs,zoo-data,1
,,1224,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T07:53:07.892129884Z,0,pony,eggs,zoo-data,0
,,1225,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T01:27:58.150798018Z,3,seasnake,type,zoo-data,0
,,1226,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T06:15:39.130434782Z,1,skua,backbone,zoo-data,1
,,1227,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T01:27:58.150798018Z,0,seasnake,feathers,zoo-data,0
,,1228,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T14:15:07.429829389Z,0,squirrel,predator,zoo-data,0
,,1229,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T04:39:45.470555861Z,1,skimmer,feathers,zoo-data,1
,,1230,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T09:29:01.552008805Z,0,porpoise,domestic,zoo-data,0
,,1231,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T04:39:45.470555861Z,1,skimmer,aquatic,zoo-data,1
,,1232,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T06:15:39.130434782Z,1,skua,tail,zoo-data,1
,,1233,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T01:27:58.150798018Z,0,seasnake,eggs,zoo-data,0
,,1234,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T14:15:07.429829389Z,0,squirrel,fins,zoo-data,0
,,1235,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T06:15:39.130434782Z,0,skua,toothed,zoo-data,1
,,1236,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T11:04:55.211887727Z,1,puma,tail,zoo-data,0
,,1237,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T04:39:45.470555861Z,1,skimmer,backbone,zoo-data,1
,,1238,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T07:51:32.790313703Z,0,slowworm,feathers,zoo-data,0
,,1239,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T01:27:58.150798018Z,0,seasnake,milk,zoo-data,0
,,1240,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T15:51:01.08970831Z,1,starfish,predator,zoo-data,0
,,1241,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T06:15:39.130434782Z,0,skua,fins,zoo-data,1
,,1242,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T11:04:55.211887727Z,0,puma,domestic,zoo-data,0
,,1243,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T04:39:45.470555861Z,1,skimmer,breathes,zoo-data,1
,,1244,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T07:51:32.790313703Z,1,slowworm,eggs,zoo-data,0
,,1245,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T01:27:58.150798018Z,1,seasnake,tail,zoo-data,0
,,1246,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T15:51:01.08970831Z,0,starfish,backbone,zoo-data,0
,,1247,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T09:27:26.450192625Z,0,slug,fins,zoo-data,0
,,1248,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T11:04:55.211887727Z,1,puma,type,zoo-data,0
,,1249,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T04:39:45.470555861Z,0,skimmer,domestic,zoo-data,1
,,1250,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T07:51:32.790313703Z,0,slowworm,domestic,zoo-data,0
,,1251,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T03:03:51.81067694Z,1,seawasp,eggs,zoo-data,0
,,1252,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T17:26:54.749587231Z,1,stingray,fins,zoo-data,0
,,1253,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T12:39:13.769950467Z,1,sparrow,tail,zoo-data,1
,,1254,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T12:40:48.871766648Z,0,pussycat,venomous,zoo-data,0
,,1255,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T06:15:39.130434782Z,0,skua,venomous,zoo-data,1
,,1256,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T09:27:26.450192625Z,1,slug,breathes,zoo-data,0
,,1257,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T03:03:51.81067694Z,0,seawasp,breathes,zoo-data,0
,,1258,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T17:26:54.749587231Z,1,stingray,tail,zoo-data,0
,,1259,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T14:15:07.429829389Z,1,squirrel,milk,zoo-data,0
,,1260,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T15:52:36.19152449Z,1,reindeer,domestic,zoo-data,0
,,1261,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T06:15:39.130434782Z,2,skua,type,zoo-data,1
,,1262,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T09:27:26.450192625Z,0,slug,catsize,zoo-data,0
,,1263,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T03:03:51.81067694Z,0,seawasp,domestic,zoo-data,0
,,1264,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T19:02:48.409466153Z,0,swan,hair,zoo-data,1
,,1265,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T14:15:07.429829389Z,0,squirrel,aquatic,zoo-data,0
,,1266,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T17:28:29.851403412Z,1,rhea,feathers,zoo-data,0
,,1267,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T07:51:32.790313703Z,0,slowworm,aquatic,zoo-data,0
,,1268,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T11:03:20.110071546Z,0,sole,hair,zoo-data,0
,,1269,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T04:39:45.470555861Z,0,skimmer,toothed,zoo-data,1
,,1270,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T19:02:48.409466153Z,1,swan,feathers,zoo-data,1
,,1271,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T15:51:01.08970831Z,1,starfish,aquatic,zoo-data,0
,,1272,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T17:28:29.851403412Z,0,rhea,domestic,zoo-data,0
,,1273,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T07:51:32.790313703Z,1,slowworm,backbone,zoo-data,0
,,1274,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T11:03:20.110071546Z,1,sole,eggs,zoo-data,0
,,1275,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T04:39:45.470555861Z,2,skimmer,type,zoo-data,1
,,1276,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T19:02:48.409466153Z,1,swan,eggs,zoo-data,1
,,1277,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T17:26:54.749587231Z,0,stingray,breathes,zoo-data,0
,,1278,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T19:04:23.511282333Z,1,scorpion,predator,zoo-data,0
,,1279,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T09:27:26.450192625Z,0,slug,toothed,zoo-data,0
,,1280,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T11:03:20.110071546Z,1,sole,aquatic,zoo-data,0
,,1281,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T06:15:39.130434782Z,0,skua,milk,zoo-data,1
,,1282,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T19:02:48.409466153Z,0,swan,domestic,zoo-data,1
,,1283,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T17:26:54.749587231Z,0,stingray,domestic,zoo-data,0
,,1284,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T19:04:23.511282333Z,1,scorpion,venomous,zoo-data,0
,,1285,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T09:27:26.450192625Z,0,slug,backbone,zoo-data,0
,,1286,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T11:03:20.110071546Z,0,sole,predator,zoo-data,0
,,1287,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T06:15:39.130434782Z,2,skua,legs,zoo-data,1
,,1288,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T20:38:42.069345074Z,0,termite,backbone,zoo-data,0
,,1289,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T17:26:54.749587231Z,1,stingray,catsize,zoo-data,0
,,1290,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T19:04:23.511282333Z,8,scorpion,legs,zoo-data,0
,,1291,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T09:27:26.450192625Z,0,slug,tail,zoo-data,0
,,1292,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T11:03:20.110071546Z,1,sole,toothed,zoo-data,0
,,1293,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T06:15:39.130434782Z,0,skua,domestic,zoo-data,1
